天赋id;天赋名称;描述;稀有度
1992;茕茕白兔·极;若本次攻击被闪避则下次攻击提高10%命中率;橙
1994;章莪之狰·化;使用暗器类武学时，暴击值+1000;暗金
1995;燕燕于飞·化;吸血率+20%;暗金
1996;砒霜蜜糖·化;攻击中毒目标时，目标身上每有1层中毒"状态则基础伤害+1%（最高提升25%）";暗金
1997;天人合一;角色反击后，可为自己增加一层“天人”状态，增加10%的反击伤害（持续1回合，最多叠加3层）;暗金
1998;明心见性;攻击敌人时，可为敌人添加“破防”状态，削减其5%防御，持续1回合;暗金
1999;武林霸主;每击败一个敌人，自身生命恢复20%，基础属性提升10%（每场战斗最多生效10次）;暗金
2000;白衣传承;攻击时，自身若无基础负面状态则本次基础伤害+20%，若有基础负面状态则将自身负面状态的10%附加到敌人身上;暗金
2001;镇国将军饰品;援护成功后添加疗伤+60（每回合生效一次）;金
2002;镇国将军靴;援护成功后自身反弹倍数+5%，最多增加15%的反弹倍数;金
2003;镇国将军甲;每次受到基础伤害+5%反弹率，最高增加15%的反弹率;金
2004;镇国将军甲+10;每次受到伤害暴击值+500（每场战斗最多生效2次）;金
2005;镇国将军饰品+10;每次暴击可增加自身5%的暴击伤害倍数，最多提升15%;金
2006;镇国将军靴+10;本次攻击不暴击，则下次攻击时暴击值+1000;金
2007;鬼见愁;《悬壶济世》治疗效果+10%;金
2008;一道引;《悬壶济世》威力百分比+20%;金
2009;凝血针;易筋洗髓1级：每次行动结束后，提升10%生命上限。（单局生效5次）;金
2010;封穴针;体质+100;金
2011;追魄针;舍己为人1级：每次受到攻击，有20%几率为周围3*3队友施放5000+内劲*5的治疗;金
2012;引气针;释放治疗后，自身获得疗伤+20层;金
2013;悬丝针;治疗附加百分比+10%;金
2014;一念针;最终治疗附加值+3000;金
2015;锁命针;医术精通+100;金
2016;回魂针;内劲+100;金
2017;千斤坠;《如影随形腿》攻击时，附基础伤害+10%;金
2018;罗汉护腿;造成伤害后对敌方附加减速+20（每回合生效1次）;金
2019;破天护腿;腿法基础伤害+5%;金
2020;飞天护腿;腿法精通+100;金
2021;天残护腿;《如影随形腿》威力百分比+20%;金
2022;章莪之狰;使用暗器类武学时，暴击值+500;紫
2023;章莪之狰·极;使用暗器类武学时，暴击值+600;橙
2024;章莪之狰·狂;使用暗器类武学时，暴击值+750;金
2025;燕燕于飞;吸血率+5%;紫
2026;燕燕于飞·极;吸血率+10%;橙
2027;燕燕于飞·狂;吸血率+15%;金
2028;砒霜蜜糖;攻击中毒目标时，目标身上每有4层中毒"状态则基础伤害+1%（最高提升15%）";紫
2029;砒霜蜜糖·极;攻击中毒目标时，目标身上每有2层中毒"状态则基础伤害+1%（最高提升15%）";橙
2030;砒霜蜜糖·狂;攻击中毒目标时，目标身上每有1层中毒"状态则基础伤害+1%（最高提升15%）";金
2031;千夫戒;攻击附加800点伤害;蓝
2032;赤地千里;每回合对周围3*3内的敌方单位及自身施放流血+5;紫
2033;入木三分1级;受到内功武学攻击时，每10点防御额外降低1点伤害（最高10000点）;蓝
2034;入木三分5级;受到内功武学攻击时，每10点防御额外降低6点伤害（最高60000点）;暗金
2035;入木三分4级;受到内功武学攻击时，每10点防御额外降低4点伤害（最高40000点）;金
2036;入木三分3级;受到内功武学攻击时，每10点防御额外降低3点伤害（最高30000点）;橙
2037;入木三分2级;受到内功武学攻击时，每10点防御额外降低2点伤害（最高20000点）;紫
2038;金顶传人;金顶秘卷1级：峨嵋武学暴击后10%概率触发绝招（每回合生效一次，最高升至4级）;暗金
2039;铁罗汉+20;《罗汉拳》威力百分比+50%;紫
2040;无影手+5;暴击率+10%;金
2041;无影手+10;暴击伤害倍数+30%;金
2042;无影手;《天地四相掌》等级上限+1;暗金
2044;反击增伤（绿）;武当派反击伤害+1000;金
2045;反击增伤（蓝）;武当派反击伤害+2000;金
2046;反击增伤（紫）;武当派反击伤害+4000;金
2047;反击增伤（橙）;武当派反击伤害+5000;金
2048;两仪剑（增伤）;《正两仪剑》伤害+2000;金
2049;四象刀（增伤）;《四象刀法》伤害+2000;金
2050;少林增伤-饰品;少林武学攻击时，附加2000点伤害;金
2051;少林增伤-衣服;少林武学攻击时，附加2500点伤害;金
2052;少林增伤-鞋子;少林武学攻击时，附加3500点伤害;金
2053;画道巅峰;淑芬在寻找画的真谛后，终于明白了其中奥义。使得淑芬在请教武学、天赋的时候，100%会成功。;暗金
2054;侠客江湖;活动时间内，角色修行等级+1（不突破上限）;暗金
2055;气死人不偿命;嘲讽敌人，敌人释放技能时，50%概率以当前效果所属角色为目标（仅当纹银装备时生效）;暗金
2056;半遮面;女性角色佩戴时，受到基础伤害-5%;橙
2058;改邪归正;灵巧+300（仅纹银装备时生效）;金
2059;淑芬的画;悟性+200（仅当淑芬装备时生效）;金
2060;夏云的剑+10;《五神剑法》攻击时，额外附加武学攻击*10%点伤害;橙
2061;夏云的剑+0;《五神剑法》武学等级上限+1;橙
2062;贴身肚兜+10;战斗开始时，获得真气*10%的护盾;橙
2063;贴身肚兜+5;回合回真气+2000;橙
2064;任窈窈的斗笠+10;《幻月腿法》攻击时，附加腿法精通*4点伤害;紫
2065;任窈窈的斗笠+0;《幻月腿法》武学等级上限+1;紫
2066;火形玉+10;回合恢复生命值+6000;蓝
2067;火形玉+5;回合恢复生命值+3000;蓝
2068;前朝将军甲+10;生命+20000;暗金
2069;虎头帽+10;《江湖剑法》的攻击次数+1;蓝
2070;虎头帽+5;《江湖剑法》的攻击次数+1;蓝
2071;佛刀;《四象刀法》攻击时，额外附加2000点伤害;金
2072;道剑;《正两仪剑法》攻击时，额外附加2000点伤害;金
2073;佛刀道剑;使用《正两仪剑法》和《四象刀法》其中一种武学攻击时，有30%概率追加另外一个武功;金
2074;素女剑;《玉女清心剑法》威力百分比+5%;橙
2075;重阳剑;《纯阳剑法》威力百分比+5%;橙
2076;情意绵绵+5;《纯阳剑法》、《玉女清心剑法》威力百分比+10%;橙
2077;情意绵绵+10;使用《纯阳剑法》和《玉女清心剑法》其中一种武学时，有50%概率追加另一种武学（追加的武学不会触发再次触发追加）;橙
2078;天蝎毒针;逍遥派武学攻击真气小于50%的单位时，必定追加一次《赤红凝露针》（每回合最多生效一次）;紫
2079;天佛令+5;《如来神掌》威力百分比+10%;紫
2080;天佛令+10;《如来神掌》攻击时，基础伤害+15%;紫
2081;地球仪+0/5;《火枪射击》威力百分比+10%;橙
2082;地球仪+10;暗器武学威力百分比+10%;橙
2083;雪玲珑蜘蛛+5;进入战斗后获得5只雪玲珑蜘蛛，每次攻击有50%概率释放一只雪玲珑蜘蛛，撕咬敌方对其造成10点中毒，并留下蛛毒痕迹;橙
2084;雪玲珑蜘蛛+10;若敌人身上有蜘蛛毒痕迹，每层使基础伤害+3%，最多增加15%;橙
2085;秋月的药匣+5;使用医术武学时，治疗附加百分比+10%;橙
2086;秋月的药匣+10;《金风玉露》的治疗效果提升30%;橙
2087;狂风剑法+10;《狂风剑法》攻击次数+1;橙
2088;戾气1级;暴击伤害倍数+10%，命中率-2%;蓝
2090;戾气（基础）;当前戾气无额外效果;绿
2091;戾气5级;暴击伤害倍数+50%，命中率-10%;暗金
2092;戾气4级;暴击伤害倍数+40%，命中率-8%;金
2093;戾气3级;暴击伤害倍数+30%，命中率-6%;橙
2094;戾气2级;暴击伤害倍数+20%，命中率-4%;紫
2095;石沉大海·化;在无间秘境战斗中，受到基础伤害-30%;暗金
2096;无双重击·化;在无间秘境战斗中，造成基础伤害+30%;暗金
2097;不败之身·化;在无间秘境战斗中退场后再次登场，恢复100%生命和真气，一场战斗触发1次;暗金
2098;紫龙棋盘;攻击时，会随机附加阴之力或阳之力，阴之力可使敌方受到中毒+5；阳之力可使敌方受到减速+5;橙
2099;大漠玄武甲+5;受到内功攻击时，降低5%的伤害;金
2100;大漠玄武甲+10;单局内受到首次内功基础伤害-80%;金
2101;龙纹玉佩+10;命中率+30%;金
2102;龙纹玉佩+5;攻击后对敌方角色附加内伤+15;金
2103;豪杰令+10;攻击拥有减速>50的角色，基础伤害+15%;金
2104;豪杰令+5;攻击后对敌方角色附加减速+10;金
2105;不败之身;在无间秘境战斗中退场后再次登场，恢复10%生命和真气，一场战斗触发1次;紫
2106;不败之身·极;在无间秘境战斗中退场后再次登场，恢复20%生命和真气，一场战斗触发1次;橙
2107;不败之身·狂;在无间秘境战斗中退场后再次登场，恢复50%生命和真气，一场战斗触发1次;金
2108;无双重击;在无间秘境战斗中，造成基础伤害+10%;紫
2109;无双重击·极;在无间秘境战斗中，造成基础伤害+15%;橙
2110;无双重击·狂;在无间秘境战斗中，造成基础伤害+20%;金
2111;石沉大海;在无间秘境战斗中，受到基础伤害-10%;紫
2112;石沉大海·极;在无间秘境战斗中，受到基础伤害-15%;橙
2113;石沉大海·狂;在无间秘境战斗中，受到基础伤害-20%;金
2114;无悠针匣;真气+5000;橙
2115;无悠针匣+5;攻击时按照伤害的5%吸收敌人真气（每次最多10000点）;橙
2116;无忧宝衣+10;第一个标准回合内受到内功伤害-50%，第二个标准回合内受到内功基础伤害+20%;金
2117;无忧宝衣+5;受到内功攻击时，降低5%的伤害;金
2118;乾坤阴阳道鞋+5;防御值+2200;金
2119;乾坤阴阳道鞋+10;单局内受到的首次内功基础伤害-25%;金
2120;晨星剑+5;灵巧+300;金
2121;晨星剑+10;从第四个回合开始，每次攻击必定命中;金
2122;归藏真传;奇门精通+20，《归藏棍法》威力百分比+20%;紫
2123;归藏真传·极;奇门精通+40，《归藏棍法》威力百分比+40%;橙
2124;归藏真传·狂;奇门精通+60，《归藏棍法》威力百分比+60%;金
2125;归藏真传·化;奇门精通+100，《归藏棍法》威力百分比+80%;暗金
2126;前赴后继;如意宫奇门武学释放后，有20%概率追加一次银勾枪法（每回合生效一次）;紫
2127;白玉佩+10;自身每增加一种基础增益状态（调息、坚韧、疗伤、轻盈），对敌人基础伤害+3%;金
2128;白玉佩+5;所有外功攻击后，自身可获得调息+20;金
2129;游龙拳套+5;《六阴破脉手》威力百分比+10%;金
2130;游龙拳套+10;逍遥仙宫拳掌武学攻击时，50%概率额外追加一次《赤红凝露针》;金
2131;金魄刀+5;如意宫武学吸血率+10%;金
2132;金魄刀+10;所有刀法攻击武学基础伤害+10%;金
2133;山河图+5;如意宫武学威力百分比+10%;金
2134;山河图+10;每次攻击时，可降低敌人2%吸血率，最高降低20%;金
2135;前赴后继·极;如意宫奇门武学释放后，有40%概率追加一次银勾枪法（每回合生效一次）;橙
2136;前赴后继·狂;如意宫奇门武学释放后，有40%概率追加一次齐眉棍法（每回合生效一次）;金
2137;前赴后继·化;如意宫奇门武学释放后，有60%概率追加一次齐眉棍法（每回合生效一次）;暗金
2138;乌云化雨;攻击时，自身每有一种基础负面状态（内伤、残废、流血、中毒、减速、破甲），对敌人基础伤害+2%;紫
2139;乌云化雨·极;攻击时，自身每有一种基础负面状态（内伤、残废、流血、中毒、减速、破甲），对敌人基础伤害+3%;橙
2140;乌云化雨·狂;攻击时，自身每有一种基础负面状态（内伤、残废、流血、中毒、减速、破甲），对敌人基础伤害+4%;金
2141;乌云化雨·化;攻击时，自身每有一种基础负面状态（内伤、残废、流血、中毒、减速、破甲），对敌人基础伤害+5%;暗金
2142;天地动容;腿法精通+20，《追风逐日腿》威力百分比+10%;紫
2143;天地动容·极;腿法精通+40，《追风逐日腿》威力百分比+20%;橙
2144;天地动容·狂;腿法精通+60，《追风逐日腿》威力百分比+30%;金
2145;天地动容·化;腿法精通+100，《追风逐日腿》威力百分比+50%;暗金
2146;洞悉尘世;使用宇文山庄腿法武学后，有20%概率追加一次风云腿（每回合生效一次）;紫
2147;洞悉尘世·极;使用宇文山庄腿法武学后，有40%概率追加一次风云腿（每回合生效一次）;橙
2148;洞悉尘世·狂;使用宇文山庄腿法武学后，有40%概率追加一次风行腿法（每回合生效一次）;金
2149;洞悉尘世·化;使用宇文山庄腿法武学后，有60%概率追加一次风行腿法（每回合生效一次）;暗金
2150;洞察先机;百里挑一1级：使用腿法武学攻击目标时，20%几率对其中一个敌人额外进行一次攻击（每回合最多追加1次）;紫
2151;洞察先机·极;百里挑一2级：使用腿法武学攻击目标时，30%几率对其中一个敌人额外进行一次攻击（每回合最多追加1次）;暗金
2152;随风起舞;速度+100，极速1级：开局进度条前进到至5%;紫
2153;随风起舞·化;速度+300，极速2级：开局进度条前进到至8%;暗金
2154;月影无双;对拥有减速的敌人基础伤害+10%;紫
2155;月影无双·极;对拥有减速的敌人基础伤害+15%;橙
2156;月影无双·狂;对拥有减速的敌人基础伤害+20%;金
2157;月影无双·化;对拥有减速的敌人基础伤害+25%;暗金
2158;暗夜幽冥;攻击真气低于20%的角色时，30%概率基础伤害+10%;紫
2159;暗夜幽冥·极;攻击真气低于20%的角色时，30%概率基础伤害+20%;橙
2160;暗夜幽冥·狂;攻击真气低于20%的角色时，40%概率基础伤害+25%;金
2161;暗夜幽冥·化;攻击真气低于20%的角色时，50%概率基础伤害+30%;暗金
2162;刀锋;刀法精通+20，《燃魔刀法》威力百分比+20%;紫
2163;刀锋·极;刀法精通+40，《燃魔刀法》威力百分比+40%;橙
2164;刀锋·狂;刀法精通+60，《燃魔刀法》威力百分比+60%;金
2165;刀锋·化;刀法精通+80，《燃魔刀法》威力百分比+80%;暗金
2166;傲笑红尘;自身生命低于30%时，30%概率造成15%的额外伤害;紫
2167;傲笑红尘·极;自身生命低于30%时，40%概率造成20%的额外伤害;橙
2168;傲笑红尘·狂;自身生命低于30%时，40%概率造成30%的额外伤害;金
2169;傲笑红尘·化;自身生命低于30%时，70%概率造成30%的额外伤害;暗金
2170;卷土重来;生命值低于30%时，可用真气值抵挡20%的伤害，每10点真气抵消2点伤害，真气小于10%时，无法生效;紫
2171;卷土重来·极;生命值低于30%时，可用真气值抵挡20%的伤害，每10点真气抵消3点伤害，真气小于10%时，无法生效;橙
2172;卷土重来·狂;生命值低于30%时，可用真气值抵挡20%的伤害，每10点真气抵消4点伤害，真气小于10%时，无法生效;金
2173;卷土重来·化;生命值低于30%时，可用真气值抵挡20%的伤害，每10点真气抵消5点伤害，真气小于10%时，无法生效;暗金
2174;耗子尾;一级属性-20%，武学精通属性-20%，战斗经常会喊话干扰敌方;橙
2175;孺子戒;若有队友的生命值小于20%，则在回合结束时恢复其5000点生命，并且冒泡"哎~平身平身，快起来"（每场战斗生效一次）;橙
2176;大漠金蟾甲+10;单局内受到首次医术基础伤害-80%;金
2177;大漠金蟾甲+5;受到医术基础伤害-15%;金
2178;木王鼎;当受到医术伤害后，获得医术抵抗，使本回合再次被医术造成伤害时，基础伤害-50%，持续1回合。;金
2179;宇文山庄·增益加持;所有武学造成的正面状态（疗伤、调息、轻盈、坚韧、强壮）层数提高20%;橙
2180;问心剑+10;从第二个回合开始，多段剑法的每次攻击必定命中;金
2181;问心剑+5;灵巧+300;金
2182;四相云纹佩+5;真气+15000;金
2183;四相云纹佩+10;回合开始若自身真气小于10%，则恢复1000+5%的真气;金
2184;无量山绘卷+5;攻击时，30%概率附加15点中毒;金
2185;无量山绘卷+10;主动使《毒牙杖法》时，50%概率追加一次青龙棍法（每回合最多追加3次）;金
2186;无量山绘卷+15;使用奇门武学攻击时，有30%概率击退目标;金
2187;鞠躬尽瘁;若白衣教护卫在场，当召唤者受到致命一击时会替主人抵挡本次伤害（无视距离限制）;暗金
2188;残剑+5;《辟邪·无敌斩》威力百分比+10%;紫
2189;残剑+10;剑法武学基础伤害+10%;紫
2190;怜惜;受到男性角色基础伤害-10%;紫
2191;怜惜·极;受到男性角色基础伤害-15%;橙
2192;怜惜·狂;受到男性角色基础伤害-20%;金
2193;怜惜·化;受到男性角色基础伤害-30%;暗金
2194;冲冠一怒;使用《红尘一笑》后可为目标添加1层冲冠一怒，持续1回合，使其基础伤害+10%;紫
2195;冲冠一怒·极;使用《红尘一笑》后可为目标添加1层冲冠一怒·极，持续1回合，使其基础伤害+15%;橙
2196;冲冠一怒·狂;使用《红尘一笑》后可为目标添加1层冲冠一怒·狂，持续1回合，使其基础伤害+20%;金
2197;冲冠一怒·化;使用《红尘一笑》后可为目标添加1层冲冠一怒·化，持续1回合，使其基础伤害+30%;暗金
2198;融合吸能1级;通过内功的融合，吸收对方一定属性来增强自己;白
2199;融合吸能2级;通过内功的融合，吸收对方一定属性来增强自己;绿
2200;融合吸能3级;通过内功的融合，吸收对方一定属性来增强自己;蓝
2201;融合吸能4级;通过内功的融合，吸收对方一定属性来增强自己;紫
2202;融合吸能5级;通过内功的融合，吸收对方一定属性来增强自己;橙
2203;融合吸能6级;通过内功的融合，吸收对方一定属性来增强自己;金
2204;融合吸能7级;通过内功的融合，吸收对方一定属性来增强自己;暗金
2205;五行旗+5;所有召唤单位等级+1;金
2206;五行旗+10;所有召唤单位生命+50000;金
2207;五行旗+15;所有召唤单位生命提升10%;金
2208;五行旗·火;我方存活单位《红尘一笑》>10级时，召唤单位退场额外对攻击者造成15%的伤害;金
10401;武当派·初;;绿
10402;武当派·极;;紫
2211;五行旗·雷;使用《红尘一笑》后50%概率为所有召唤单位添加一层红尘一笑·防，使其防御提升10%;紫
2212;天赐·力道;在宇文山庄密道中修行，领悟出的天赐之道，力道+20%，同类天赋不可同时拥有;金
2213;天赐·灵巧;在宇文山庄密道中修行，领悟出的天赐之道，灵巧+20%，同类天赋不可同时拥有;金
2214;天赐·体质;在宇文山庄密道中修行，领悟出的天赐之道，体质+20%，同类天赋不可同时拥有;金
2215;天赐·精力;在宇文山庄密道中修行，领悟出的天赐之道，精力+20%，同类天赋不可同时拥有;金
2216;天赐·悟性;在宇文山庄密道中修行，领悟出的天赐之道，悟性+20%，同类天赋不可同时拥有;金
2217;天赐·内劲;在宇文山庄密道中修行，领悟出的天赐之道，内劲+20%，同类天赋不可同时拥有;金
2218;地灵·剑法精通;在宇文山庄密道中修行，领悟出的地灵之道，剑法精通+20%，同类天赋不可同时拥有;金
2219;地灵·刀法精通;在宇文山庄密道中修行，领悟出的地灵之道，刀法精通+20%，同类天赋不可同时拥有;金
2220;地灵·拳掌精通;在宇文山庄密道中修行，领悟出的地灵之道，拳掌精通+20%，同类天赋不可同时拥有;金
2221;地灵·腿法精通;在宇文山庄密道中修行，领悟出的地灵之道，腿法精通+20%，同类天赋不可同时拥有;金
2222;地灵·奇门精通;在宇文山庄密道中修行，领悟出的地灵之道，奇门精通+20%，同类天赋不可同时拥有;金
2223;地灵·暗器精通;在宇文山庄密道中修行，领悟出的地灵之道，暗器精通+20%，同类天赋不可同时拥有;金
2224;地灵·内功精通;在宇文山庄密道中修行，领悟出的地灵之道，内功精通+20%，同类天赋不可同时拥有;金
2225;地灵·医术精通;在宇文山庄密道中修行，领悟出的地灵之道，医术精通+20%，同类天赋不可同时拥有;金
2226;隔岸观火;暗器类武学攻击时，若与最近的攻击目标距离超过4格时，免疫反击;紫
2228;反击克制+10;受到敌人回合外的攻击时，降低20%的伤害;紫
2229;反击克制+5;受到敌人回合外的攻击时，减免自身生命值*2%的伤害;紫
2230;无影手+5;峨嵋派武学暴击率+10%;紫
2231;无影手+10;峨嵋派武学暴击伤害倍数+30%;紫
2232;金顶秘卷+15;若本次使用峨嵋派武学不暴击，则下次峨嵋派武学暴击率+20%;紫
2233;金顶秘卷+10;峨嵋武学暴击后必定触发绝招（每回合生效一次）;紫
2234;金顶秘卷+5;峨嵋派武学威力百分比+5%;紫
2235;削铁如泥;若攻击的敌人拥有护盾，则本次攻击可削减对方10%的护盾;暗金
2236;红颜知己;我方召唤单位的退场时，额外造成其生命值*5%的伤害（需《红尘一笑》达到10级方可生效，多人拥有此天赋时，仅生效一次）;紫
2237;红颜知己·极;我方召唤单位的退场时，额外造成其生命值*10%的伤害（需《红尘一笑》达到10级方可生效，多人拥有此天赋时，仅生效一次）;橙
2238;红颜知己·狂;我方召唤单位的退场时，额外造成其生命值*15%的伤害（需《红尘一笑》达到10级方可生效，多人拥有此天赋时，仅生效一次）;金
2239;红颜知己·化;我方召唤单位的退场时，额外造成其生命值*25%的伤害（需《红尘一笑》达到10级方可生效，多人拥有此天赋时，仅生效一次）;暗金
2240;测试;喊话;暗金
2241;神秘真气;若是不在四年内解除，恐有性命之虞;暗金
2242;珠联璧合+15;释放如意宫刀法武学后30%概率追加《血刃魔刀》，每损失1%生命值，增加1%触发概率（每回合最多生效一次）;暗金
2243;珠联璧合+10;自身每损失7%血量，使用刀法武学基础伤害+2%，最多提升20%;暗金
2244;珠联璧合+5;刀法威力百分比+5%;暗金
2245;重击刀;生命值低于30%时，使用刀法50%概率对敌人造成重击，基础伤害+30%;暗金
2246;余秧+15;使用刀法攻击时，可燃烧目标刀法精通*4的真气;暗金
2247;一线牵+10;使用如意宫奇门武学基础伤害+10%;暗金
2248;一线牵+15;释放如意宫奇门武学后30%概率追加《齐眉棍法》，每损失1%生命值，增加1%触发概率（每回合最多生效一次）;暗金
2249;一线牵+5;《归藏棍法》威力百分比+10%;暗金
2250;水波不兴;生命值低于20%时获得水波不兴状态：速度值+100，行动条速度+5%（持续2回合，每场战斗生效一次）;紫
2251;水波不兴·狂;生命值低于50%时获得水波不兴状态：速度值+500，行动条速度+10%（持续2回合，每场战斗生效一次）;金
2252;水波不兴·极;生命值低于20%时获得水波不兴状态：速度值+300，行动条速度+5%（持续2回合，每场战斗生效一次）;橙
2253;水波不兴·化;生命值低于50%时获得水波不兴状态：速度值+800，行动条速度+10%（持续3回合，每场战斗生效一次）;暗金
2254;顺势而为;速度值+100，腿法技能释放后行动条前进4%（每回合最多生效两次）;紫
2255;顺势而为·极;速度值+300，腿法技能释放后行动条前进6%（每回合最多生效两次）;橙
2256;顺势而为·狂;速度值+500，腿法技能释放后行动条前进8%（每回合最多生效两次）;金
2257;顺势而为·化;速度值+800，腿法技能释放后行动条前进8%（每回合最多生效三次）;暗金
2258;借势而进;回合内受到攻击，20%概率行动条前进3%（每回合最多生效2次，生命值低于20%后此效果不再生效）;紫
2259;借势而进·极;回合内受到攻击，40%概率行动条前进4%（每回合最多生效2次，生命值低于20%后此效果不再生效）;橙
2260;借势而进·狂;回合内受到攻击，60%概率行动条前进5%（每回合最多生效3次，生命值低于20%后此效果不再生效）;金
2261;借势而进·化;回合内受到攻击，80%概率行动条前进5%（每回合最多生效4次，生命值低于20%后此效果不再生效）;暗金
2262;冰蚕丝护腿+5;宇文山庄腿法武学威力百分比+10%;暗金
2263;冰蚕丝护腿+10;腿法技能释放后，行动速度+3%，效果持续一回合，每回合最多生效3次，生命值低于20%后不再生效;暗金
2264;冰蚕丝护腿+15;《追风逐日腿》攻击后有概率追加一次《捕风捉影腿》，自身生命值越高，追加概率越高，最高50%概率，每回合生效一次，生命值低于20%时此效果不生效;暗金
2265;金色备用1;宇文山庄武学威力百分比+10%;紫
2266;金色备用2;如意宫武学威力百分比+10%;紫
2267;金色备用3;如意宫武学吸血率+5%;紫
2268;金色备用4;自身生命值低于30%时，使用如意宫武学有30%概率造成额外20%伤害;紫
2269;刀盾双绝+5;生命值+50000;暗金
2270;刀盾双绝+10;每次受到反击伤害，使该反击者的反击率降低10%，每个敌人最多受到20次衰减;暗金
2271;刀盾双绝+15;自身回合外受到反击伤害时有30%概率进行格挡，使自身受到基础伤害-50%。若生命值低于30%，则触发概率翻倍。;暗金
2274;活泼好动;每经过三次行动，在下一次行动后将会前进进度条的15%;暗金
